SBLnr,SBLlength,titel,Fodd,Dod,Band,Year
17568,78189,Nils Gabriel Djurklou,"Född:1829-07-24 – Norrbyås församling, Örebro län (i Sörby)","Död:1904-03-31 – Örebro församling, Örebro län","Band 11 (1945), sida 301.",1945
17569,22764,Nils Djurklow,"Född:1641-05-20 – Stockholms stad, Stockholms län","Död:1714-03-29 – Heds församling, Västmanlands län (i Jönsarbo)","Band 11 (1945), sida 298.",1945
17570,51471,Erik Wilhelm Djurström,"Född:1787-02-20 – Stockholms stad, Stockholms län","Död:1841-09-17 – Jönköpings Kristina församling, Jönköpings län","Band 11 (1945), sida 310.",1945
17572,18645,"Djäkn, släkt",,,"Band 11 (1945), sida 314.",1945
17573,22640,Henrik Klasson (Djäkn),,Död:senast 1459 – Finland (begr i Helga lekamens kor i Åbo Domk.),"Band 11 (1945), sida 317.",1945
17574,22077,Klas Lydekesson Djäkn,,Död:senast 1437,"Band 11 (1945), sida 315.",1945
17576,19968,Nils Dobblare,,Död:1570,"Band 11 (1945), sida 493.",1945
17577,18983,"Dober, släkt",,,"Band 11 (1945), sida 318.",1945
17578,23154,Hans Hansson Dober,Född:1564 omkring,Död:1627-10-07,"Band 11 (1945), sida 319.",1945
17580,36833,Petrus Dober,"Född:1600 omkring – Västerås domkyrkoförsamling, Västmanlands län",Död:1662-06-27,"Band 11 (1945), sida 321.",1945
17581,32455,"Dohna, släkt",,,"Band 11 (1945), sida 325.",1945
17583,32747,Carl August Dohna,"Född:1691 – Ryssland (i Köningsberg, Kaliningrad)","Död:1744-01-10 – Stockholms stad, Stockholms län","Band 11 (1945), sida 337.",1945
17585,49637,Christoff Delphicus Dohna,Född:1628-06-04 – Nederländerna (i Delft),"Död:1668-05-21 – Storbritannien och Nordirland (i London, England)","Band 11 (1945), sida 328.",1945
17587,33763,Friedrich Christoph Dohna,Född:1663-12-28 – Polen (i Karwinden),Död:1727-07-09 – Tyskland (i Wismar),"Band 11 (1945), sida 334.",1945
17592,60265,Abraham Constantin Mouradgea d'Ohsson,Född:1779-11-26 – Turkiet (i Tarapia vid Bosporen),Död:1851-12-25 – Tyskland (i Berlin),"Band 11 (1945), sida 340.",1945
17593,26534,Olof Domey,"Född:1726 – Själevads församling, Västernorrlands län","Död:1796-02-13 – Uppsala-Näs församling, Uppsala län","Band 11 (1945), sida 346.",1945
17594,16324,"Donner, släkt",,,"Band 11 (1945), sida 348.",1945
17595,17787,Georg Mathias Donner,Född:1745 – Tyskland (i Lübeck),"Död:1808-01-08 – Visby domkyrkoförsamling, Gotlands län (begr i Follingbo)","Band 11 (1945), sida 350.",1945
17598,21272,Jürgen Hindrich Donner,Född:1718 – Tyskland (i Lübeck),"Död:1751-12-11 – Visby domkyrkoförsamling, Gotlands län","Band 11 (1945), sida 348.",1945
17599,30131,Jacob Niclas Donner,"Född:1749-01-05 – Visby domkyrkoförsamling, Gotlands län","Död:1809-12-06 – Klinte församling, Gotlands län","Band 11 (1945), sida 351.",1945
17600,23040,"Jacob Doordt, van",,"Död:1629 – Stockholms stad, Stockholms län (troligen i Sthlm.)","Band 11 (1945), sida 353.",1945
17601,58073, Dorotea,Född:1430 omkring,Död:1495-11-10,"Band 11 (1945), sida 355.",1945
17603,25736,Lotten Dorsch-Bosin,"Född:1849-10-29 – Stockholms stad, Stockholms län","Död:1908-08-30 – Stockholms stad, Stockholms län","Band 11 (1945), sida 362.",1945
17604,31563,"d'Otrante, släkt",,,"Band 11 (1945), sida 364.",1945
17609,29770,"Douglas, släkt",,,"Band 11 (1945), sida 367.",1945
17611,29812,George Douglas (Duglass),,"Död:1636-03-09 – Tyskland (i Demmin, Pommern)","Band 11 (1945), sida 369.",1945
17613,37156,Gustaf Otto Douglas,"Född:1687-02-23 – Stockholms stad, Stockholms län",Död:1771-02-02 – Estland (begr i Revals/Tallinns Domk.),"Band 11 (1945), sida 378.",1945
17614,56668,Ludvig W A Douglas,Född:1849-11-26 – Schweiz (i Zürich),"Död:1916-07-20 – Lysekils församling, Västra Götalands län","Band 11 (1945), sida 382.",1945
17615,58141,Robert Douglas (Duglas),"Född:1611-03-17 – Storbritannien och Nordirland (i Standingstone, Skottland)","Död:1662-05-28 – Stockholms stad, Stockholms län","Band 11 (1945), sida 372.",1945
17617,17454,"Drake, släkt",,,"Band 11 (1945), sida 393.",1945
17618,21443,"Drake, släkter",,,"Band 11 (1945), sida 396.",1945
17619,21104,"Drake af Hagelsrum, släkt",,,"Band 11 (1945), sida 397.",1945
17622,14605,"Drake, von Drake, släkt",,,"Band 11 (1945), sida 424.",1945
17623,39149,Anders Drake,"Född:1699 troligen – Göteborgs stad, Västra Götalands län (troligen i Göteborg)","Död:1764-08-29 – Göteborgs stad, Västra Götalands län","Band 11 (1945), sida 389.",1945
17624,38238,Arvid Knutsson Drake,,Död:troligen 1618,"Band 11 (1945), sida 399.",1945
17625,41813,Anders von Drake,"Född:1682-05-25 – Ovikens församling, Jämtlands län","Död:1744-08-02 – Tyska Sankta Gertruds församling, Stockholms län","Band 11 (1945), sida 425.",1945
17626,22703,Carl Magnus Drake,"Född:1668-03-04 – Sunds församling, Östergötlands län (i Graby)","Död:1739 – Regna församling, Östergötlands län (på Svarttorp)","Band 11 (1945), sida 412.",1945
17627,32810,Erik Drake,"Född:1625-04-17 – Linderås församling, Jönköpings län (på Göberg)","Död:1673-03-19 – Linderås församling, Jönköpings län (på Göberg)","Band 11 (1945), sida 406.",1945
17628,38329,Erik Drake,"Född:1788-01-08 – Kisa församling, Östergötlands län (på Föllingsö)","Död:1870-06-09 – Stockholms stad, Stockholms län","Band 11 (1945), sida 414.",1945
17629,36242,G Axel L Drake,"Född:1834-02-16 – Västra Vingåkers församling, Södermanlands län","Död:1893-09-03 – Nyköpings Alla Helgona församling, Södermanlands län","Band 11 (1945), sida 417.",1945
17630,32640,Gustaf Drake,"Född:1634 – Målilla med Gårdveda församling, Kalmar län (i Hagelsrum)","Död:1684-11-16 – Ripsa församling, Södermanlands län","Band 11 (1945), sida 409.",1945
17632,28062,Hans Drake,,"Död:1653-10-02 – Målilla med Gårdveda församling, Kalmar län (enligt gravsten i Målilla)","Band 11 (1945), sida 404.",1945
17634,25675,Knut Drake,,"Död:1639-12-21 – Linderås församling, Jönköpings län (på Göberg)","Band 11 (1945), sida 402.",1945
17635,39548,Magnus Adolf Gottlob Drake,"Född:1833-09-21 – Skedevi församling, Östergötlands län (på Tisenhults säteri)","Död:1906-02-04 – Flens församling, Södermanlands län","Band 11 (1945), sida 420.",1945
17639,30042,Olof Drake,,Död:senast 1490,"Band 11 (1945), sida 393.",1945
17640,12124,"Drakenberg, släkt",,,"Band 11 (1945), sida 429.",1945
17641,18842,"Drakenhielm, släkt",,,"Band 11 (1945), sida 429.",1945
17643,34495,Wilhelm Drakenhielm,"Född:1624-02-24 – Örebro församling, Örebro län","Död:1676-01-02 – Stockholms stad, Stockholms län","Band 11 (1945), sida 430.",1945
17644,16050,"Drakenstierna, släkt",,,"Band 11 (1945), sida 433.",1945
17645,33868,Matthias Drakenstierna,"Född:1598 – Stockholms stad, Stockholms län",Död:1670-03-16,"Band 11 (1945), sida 434.",1945
17646,27457,Emanuel Christoffer Drangel,Född:1734-02-18,Död:1803-04-03,"Band 11 (1945), sida 437.",1945
17647,35914,Johan Dreijer,"Född:1731 – Tyska Sankta Gertruds församling, Stockholms län","Död:1797-12-08 – Tyska Sankta Gertruds församling, Stockholms län","Band 11 (1945), sida 439.",1945
17648,15924,"Dress, släkt",,,"Band 11 (1945), sida 433.",1945
17649,34423,Andry Dress (Dreiss),Född:1585 omkring,Död:1651-03-14,"Band 11 (1945), sida 443.",1945
17650,31608,Otto Dress,Född:troligen 1620-talet,Död:omkring 1696/97,"Band 11 (1945), sida 447.",1945
17651,19116,Pierre Dress,,"Död:1646-12 – Lindesbergs stadsförsamling, Örebro län (begr i Lindesbergs kyrka)","Band 11 (1945), sida 446.",1945
17653,24118,Georg Leonard Dreyer,"Född:1793-10-31 – Tyskland (i Harburg, Hannover)","Död:1879-09-18 – Stockholms stad, Stockholms län","Band 11 (1945), sida 450.",1945
17654,31478,Petrus Erici Drivius,,Död:1642-10-25,"Band 11 (1945), sida 452.",1945
17655,31173,Andreas Drossander,"Född:1648 – Julita församling, Södermanlands län (på Julita Prästgård)","Död:1696-07-19 – Uppsala domkyrkoförsamling, Uppsala län","Band 11 (1945), sida 454.",1945
17656,25626,Johann Fredrik Droysen,Född:1770-07-19 – Tyskland (i Greifswald),Död:1814-10-10 – Tyskland (i Greifswald),"Band 11 (1945), sida 457.",1945
17657,14306,"Drufva, släkt",,,"Band 11 (1945), sida 459.",1945
17659,25067,Peter Thure Gerhard Drufva,"Född:1767-01-22 – Håtuna församling, Stockholms län (på Nyborg)","Död:1822-10-06 – Håtuna församling, Stockholms län (på Nyborg)","Band 11 (1945), sida 459.",1945
17660,15694,"Drummond, släkt",,,"Band 11 (1945), sida 461.",1945
17661,29711,David Drummond,Född:1593,Död:1638 – Tyskland (troligen i Spandau),"Band 11 (1945), sida 461.",1945
17662,14210,"Dryander, släkt",,,"Band 11 (1945), sida 464.",1945
17663,14093,"Dryander, släkt",,,"Band 11 (1945), sida 467.",1945
17665,42465,Jonas Carlsson Dryander,"Född:1748-03-05 – Göteborgs stad, Västra Götalands län","Död:1810-10-19 – Storbritannien och Nordirland (begr i S:t Anne´s Church i London, England)","Band 11 (1945), sida 468.",1945
17666,19751,Jonas Erici Dryander,,Död:1650,"Band 11 (1945), sida 464.",1945
17667,25813,Jonas Johansson Dryander,Född:1670 omkring,Död:1707 – Frankrike (troligen i Paris),"Band 11 (1945), sida 465.",1945
17668,35453,Erlandus Brodderi Dryselius,Född:1641,"Död:1708-04-24 – Jönköpings Kristina församling, Jönköpings län","Band 11 (1945), sida 472.",1945
17669,28738,Per (Peter) Samuel Drysén,"Född:1760-02-09 – Visingsö församling, Jönköpings län","Död:1818-05-10 – Stockholms stad, Stockholms län","Band 11 (1945), sida 475.",1945
17670,14090,"Dubb, släkt",,,"Band 11 (1945), sida 477.",1945
17671,39602,Pehr Dubb,"Född:1750-01-14 – Mariestads församling, Skaraborgs län","Död:1834-01-06 – Kristine församling, Västra Götalands län","Band 11 (1945), sida 478.",1945
17672,33991,Paul Johan Christofer Dubb,"Född:1822-02-08 – Malmö Sankt Petri församling, Skåne län","Död:1879-02-06 – Lunds domkyrkoförsamling, Skåne län","Band 11 (1945), sida 482.",1945
17673,49425,Jacob Dubbe,"Född:1769-11-11 – Visby domkyrkoförsamling, Gotlands län","Död:1844-11-07 – Stockholms stad, Stockholms län","Band 11 (1945), sida 485.",1945
17674,26734,David Dubberch,Född: – Tyskland (i Pommern),Död:1603 – Estland,"Band 11 (1945), sida 490.",1945
17675,15989,"Dublar (Dubblare, Dobblare, Dobblar, Dobler), släkt",,,"Band 11 (1945), sida 492.",1945
17676,18454,Nils Mickelsson Dublar,,Död:1647/51,"Band 11 (1945), sida 494.",1945
17677,18174,Peder Dudde,,Död:levde 1344,"Band 11 (1945), sida 495.",1945
17680,22753,"Dufva, släkter",,,"Band 11 (1945), sida 495.",1945
17683,33525,Carl Oscar Dufvenberg,"Född:1844-10-02 – Nyköpings Alla Helgona församling, Södermanlands län","Död:1907-03-27 – Stockholms stad, Stockholms län","Band 11 (1945), sida 502.",1945
17684,14424,"Dufwa, släkt",,,"Band 11 (1945), sida 497.",1945
17685,45548,Alfred Wilhelm Dufwa,"Född:1825-10-06 – Jakobs församling, Stockholms län","Död:1883-08-10 – Överjärna församling, Stockholms län (i Moräng, Sthlm)","Band 11 (1945), sida 497.",1945
17687,16850,"Duhre, släkt",,,"Band 11 (1945), sida 505.",1945
17688,49510,Anders Gabriel Duhre,Född:1680 omkring,"Död:1739 – Vaksala församling, Uppsala län (på Gnista)","Band 11 (1945), sida 506.",1945
17692,23230,"Dume, släkt",,,"Band 11 (1945), sida 510.",1945
17694,15513,"Duncan, släkt",,,"Band 11 (1945), sida 512.",1945
17695,22023,Gustaf Duncan,Född:1676,Död:1741,"Band 11 (1945), sida 512.",1945
17696,28461,Niclas Gustaf Duncan,Född:1711-11-20 – Ryssland (i Moskva),Död:1771-04-23,"Band 11 (1945), sida 514.",1945
17697,45961,Maria Dorothea Dunckel,"Född:1799-03-13 – Stockholms stad, Stockholms län","Död:1878-11-30 – Stockholms stad, Stockholms län","Band 11 (1945), sida 516.",1945
17698,43090,Joachim Zachris Duncker,"Född:1774-11-12 – Finland (på Kosoniemi gård, Kristina sn, S. Savolaks.)","Död:1809-07-06 – Umeå landsförsamling, Västerbottens län (i Hörnefors)","Band 11 (1945), sida 521.",1945
17699,31835,"Blasius Dundi (Dundie, Dundey, Dondey, Dondy)",,"Död:1621 – Stockholms stad, Stockholms län","Band 11 (1945), sida 525.",1945
17700,13121,"Dunér, släkt",,,"Band 11 (1945), sida 528.",1945
17701,41850,Gustaf (Gösta) Johan Anton Dunér,"Född:1840-12-20 – Billeberga församling, Skåne län","Död:1924-07-10 – Hörby församling, Skåne län (på Georgshill vid Ringsjön)","Band 11 (1945), sida 535.",1945
17702,56984,Nils Christofer Dunér,"Född:1839-05-21 – Billeberga församling, Skåne län","Död:1914-11-10 – Stockholms stad, Stockholms län","Band 11 (1945), sida 528.",1945
17703,36639,Carl  Henrik d'Unker (d'Unker-Lützow),"Född:1828-02-09 – Klara församling, Stockholms län",Död:1866-03-24 – Tyskland (i Düsseldorf),"Band 11 (1945), sida 539.",1945
17704,33090,Arnold Duppengiesser,Född: – Tyskland (i Aachen),Död:1628/29 – Tyskland (i Aachen),"Band 11 (1945), sida 542.",1945
17706,53926,Jean Baptiste Edouard Louis Camille Du Puy,Född:1770 sannolikt omkring,"Död:1822-04-03 – Fransk-reformerta församlingen, Stockholms län","Band 11 (1945), sida 545.",1945
17707,28224,Abraham Du Quesne,Född:1610 – Frankrike (i Dieppe),Död:1688-02-02 – Frankrike (i Paris),"Band 11 (1945), sida 551.",1945
17708,16745,"Duræus, släkt",,,"Band 11 (1945), sida 553.",1945
17709,25080,Erik Duræus,"Född:1641-04-04 – Vinnerstads församling, Östergötlands län","Död:1717-02-13 – Kuddby församling, Östergötlands län","Band 11 (1945), sida 554.",1945
17710,30089,Samuel Duræus,"Född:1718-05-20 – Linköpings Domkyrkoförsamling, Östergötlands län","Död:1789-07-08 – Uppsala domkyrkoförsamling, Uppsala län","Band 11 (1945), sida 556.",1945
17711,16339,"Duréel, släkt",,,"Band 11 (1945), sida 558.",1945
17713,28223,Peter Nilsson Duréel (Durelius),"Född:1628-01-20 – Norrköpings Sankt Olai församling, Östergötlands län","Död:1681-01-25 – Eldsberga församling, Hallands län (i Stjärnarp)","Band 11 (1945), sida 559.",1945
17714,17479,"du Rées (de Rees), släkt",,,"Band 11 (1945), sida 561.",1945
17716,18874,"Durell, släkt",,,"Band 11 (1945), sida 573.",1945
17717,60240,Magnus Nilsson Durell (Dureel),"Född:1617-05-03 – Norrköpings Sankt Olai församling, Östergötlands län","Död:1677-09-26 – Järstorps församling, Jönköpings län (på Klämestorp)","Band 11 (1945), sida 574.",1945
17718,45715,John (Johannes Duraeus) Durie,"Född:1596 – Storbritannien och Nordirland (i Edinburgh, Skottland)",Död:1680-09-26 – Tyskland (i Kassel),"Band 11 (1945), sida 581.",1945
17719,14812,"Du Rietz, släkt",,,"Band 11 (1945), sida 586.",1945
17720,40451,Anders  Rudolf Du Rietz,Född:1720-02-16 – Ryssland (i Moskva),"Död:1792-10-21 – Tillberga församling, Västmanlands län (på Hedensberg)","Band 11 (1945), sida 592.",1945
17721,50631,Grégoire Francois Du Rietz (Durietz),Född:1607 – Frankrike (i Arras i franska Flandern),"Död:1682-03-05 – Stockholms stad, Stockholms län","Band 11 (1945), sida 586.",1945
17722,13863,"Duse, släkt",,,"Band 11 (1945), sida 596.",1945
17723,35283,Samuel August Duse,"Född:1873-08-02 – Tyska Sankta Gertruds församling, Stockholms län","Död:1933-02-09 – Hedvig Eleonora församling, Stockholms län","Band 11 (1945), sida 597.",1945
17724,13388,"Dusén, släkt",,,"Band 11 (1945), sida 600.",1945
17725,25800,Karl Fredrik Dusén,"Född:1849-07-04 – Sunds församling, Östergötlands län (på Berstorp)","Död:1919-07-14 – Kalmar domkyrkoförsamling, Kalmar län","Band 11 (1945), sida 600.",1945
17726,51820,Per Carl Hjalmar Dusén,"Född:1855-08-04 – Vimmerby stadsförsamling, Kalmar län","Död:1926-01-22 – Säby församling (F-län), Jönköpings län (på vattenkuranstalten i Tranås)","Band 11 (1945), sida 602.",1945
17727,25027,"Duwall, släkt",,,"Band 11 (1945), sida 607.",1945
17729,20674,Axel Duwall,,Död:1630-09-06 – Tyskland (i Pommern),"Band 11 (1945), sida 613.",1945
17731,51440,Gustaf Duwall,Född:1630-03-21 – Tyskland (i Stralsund),Död:1692-01-01 – Ryssland (i Karnäs i Viborgs län),"Band 11 (1945), sida 614.",1945
17732,45030,Johan Diedric Duwall,"Född:1723-10-05 – Järlåsa församling, Uppsala län (i Bredsjö)","Död:1801-03-12 – Taxinge församling, Stockholms län (på Näsby)","Band 11 (1945), sida 620.",1945
17733,35504,Jacob Duwall,Född:1589 omkring – Tyskland (i Prenzlau i Altmark),Död:1634-05-09 – Polen (troligen i Breslau),"Band 11 (1945), sida 609.",1945
17734,31930,Peter Fredrik Duwell,"Född:1749-03-09 – Karlshamns församling, Blekinge län","Död:1825-03-26 – Karlshamns församling, Blekinge län","Band 11 (1945), sida 625.",1945
17735,14801,"Dybeck, släkt",,,"Band 11 (1945), sida 628.",1945
17736,50100,Richard Dybeck,"Född:1811-09-01 – Odensvi församling (U-län), Västmanlands län","Död:1877-07-28 – Södertälje församling, Stockholms län","Band 11 (1945), sida 628.",1945
17737,24399,"Düben, Düben von, släkt",,,"Band 11 (1945), sida 634.",1945
17738,21991,Anders Düben,Född:1590 omkring,Död:1662-07-07,"Band 11 (1945), sida 636.",1945
17739,31716,"Anders d.y. Düben, von","Född:1673-08-28 – Stockholms stad, Stockholms län","Död:1738-08-23 – Jakobs församling, Stockholms län","Band 11 (1945), sida 651.",1945
17741,56093,"Carl Wilhelm Düben, von",Född:1724-02-02,"Död:1790-12-29 – Stockholms stad, Stockholms län","Band 11 (1945), sida 653.",1945
17742,24446,"Emerentia Düben, von",Född:1669-05-24,"Död:1743-03-22 – Adolf Fredriks församling, Stockholms län","Band 11 (1945), sida 643.",1945
17743,46402,Gustaf Düben,"Född:1624 – Stockholms stad, Stockholms län","Död:1690-12-19 – Jakobs församling, Stockholms län","Band 11 (1945), sida 637.",1945
17744,20964,"Gustaf d.y. Düben, von","Född:1660-05-09 – Tyska Sankta Gertruds församling, Stockholms län (dp i Sthlm Tyska)","Död:1726-12-05 – Tyska Sankta Gertruds församling, Stockholms län","Band 11 (1945), sida 642.",1945
17745,53956,"Gustaf W J Düben, von","Född:1822-05-25 – Lista församling, Södermanlands län (på Vargarn)","Död:1892-07-14 – Vårdinge församling, Stockholms län (i Nysund)","Band 11 (1945), sida 665.",1945
17746,46304,Joachim von Düben d.y.,"Född:1708 – Tyska Sankta Gertruds församling, Stockholms län","Död:1786-01-27 – Botkyrka församling, Stockholms län (på Riksten)","Band 11 (1945), sida 660.",1945
17747,53493,"Joachim d.ä. Düben, von","Född:1671-08-22 – Stockholms stad, Stockholms län","Död:1730-11-30 – Stockholms stad, Stockholms län","Band 11 (1945), sida 645.",1945
17748,32058,"Magnus Wilhlem Düben, von","Född:1814-02-12 – Strövelstorps församling, Kristianstads län (på Vegeholm)","Död:1845-08-09 – Lunds domkyrkoförsamling, Skåne län","Band 11 (1945), sida 670.",1945
17749,23730,"Dücker, släkt",,,"Band 11 (1945), sida 673.",1945
17751,71782,Carl Gustaf Dücker (Dücher),Född:1663 – Lettland (i Livland),"Död:1732-07-03 – Stockholms stad, Stockholms län","Band 11 (1945), sida 675.",1945
17753,30919,Carl Johan Dyfverman,"Född:1844-02-18 – Morlanda församling, Västra Götalands län","Död:1892-01-10 – Stockholms stad, Stockholms län","Band 11 (1945), sida 683.",1945
17754,24490,Johannes Dylander,Född:1709 omkring,"Död:1741-11-03 – USA, Amerikas Förenta Stater (enl Pennsylvania Gazette, Wicacoa, nu Southwark, Philadelphia.)","Band 11 (1945), sida 687.",1945
17755,43355,Fredrik Elfrid Dürango,"Född:1870-01-18 – Piteå stadsförsamling, Norrbottens län","Död:1935-08-03 – Ljungby församling (G-län), Kronobergs län","Band 11 (1945), sida 688.",1945
17756,20893,Jonas Dyrcks,Född:1730 omkring,"Död:1785-12-08 – Lena församling (P-län), Älvsborgs län (på Ekenäs)","Band 11 (1945), sida 693.",1945
17758,34547,"Adam Düren, van",Född:efter 1450,Död:tidigast 1532,"Band 11 (1945), sida 694.",1945
17759,16086,"Düring, von, släkt",,,"Band 11 (1945), sida 699.",1945
17760,26483,Frans Edvard Düring,"Född:1848-06-30 – Linköpings Domkyrkoförsamling, Östergötlands län","Död:1926-01-29 – Norrköpings Sankt Olai församling, Östergötlands län","Band 11 (1945), sida 697.",1945
17762,45098,"Johan Christoffer Düring, von","Född:1695-07-22 – Tyskland (i Horneburg, Bremen)","Död:1759-01-05 – Stockholms stad, Stockholms län","Band 11 (1945), sida 702.",1945
17763,24412,"Otto Fredrik Düring, von",Född:1694 – Tyskland (i Stralsund),Död:1715-12-22,"Band 11 (1945), sida 700.",1945
17764,17111,"Dyrssen, släkt",,,"Band 11 (1945), sida 706.",1945
17765,36242,Gerhard Dyrssen,"Född:1854-02-18 – Fänneslunda församling, Älvsborgs län","Död:1938-04-03 – Stockholms stad, Stockholms län","Band 11 (1945), sida 707.",1945
17766,45211,Gustaf Dyrssen,"Född:1858-03-26 – Norra Kyrketorps församling, Skaraborgs län (på Klagstorp)","Död:1934-10-24 – Stockholms stad, Stockholms län","Band 11 (1945), sida 711.",1945
17770,38005,Wilhelm Dyrssen,"Född:1858-03-26 – Norra Kyrketorps församling, Skaraborgs län (på Klagstorp)","Död:1929-07-14 – Stockholms stad, Stockholms län","Band 11 (1945), sida 716.",1945
17771,31590,Benjamin Düster,Född:1682 omkring,"Död:1730-08-29 – Danviks hospital och Sicklaö, Stockholms län","Band 11 (1945), sida 720.",1945
17772,45964,Johann Carl Dähnert,Född:1719-11-10 – Tyskland (i Stralsund),Död:1785-07-05 – Tyskland (i Greifswald),"Band 11 (1945), sida 723.",1945
17773,19454,"Döbeln, von, släkt",,,"Band 11 (1945), sida 727.",1945
17775,107766,"Georg Carl Döbeln, von","Född:1758-04-29 – Segerstads församling (R-län), Skaraborgs län (i Stora Torpa)","Död:1820-02-16 – Jakobs församling, Stockholms län","Band 11 (1945), sida 733.",1945
17776,50984,"Johan Jacob Döbeln, von",Född:1674-03-29 – Tyskland (i Rostock),"Död:1743-01-14 – Lunds domkyrkoförsamling, Skåne län","Band 11 (1945), sida 728.",1945
17779,31169,"Dönhoff (Doenhoff, Denhoff), släkt",,,"Band 11 (1945), sida 748.",1945
17784,67202,Simon Dörffler,Född:1629 omkring,Död:1693-07-16 – Polen (i Warszawa),"Band 11 (1945), sida 750.",1945
17786,24953,August Fredrik Dörum,"Född:1841-12-21 – Klara församling, Stockholms län","Död:1880-05-22 – Hovförsamlingen, Stockholms län","Band 11 (1945), sida 758.",1945
17787,34267,Christian Julius Döteber,Född: – Tyskland (i Leipzig),Död:1675,"Band 11 (1945), sida 760.",1945
17788,39638,Axel Emil Ebbe,"Född:1868-03-27 – Hököpinge församling, Skåne län","Död:1941-09-28 – Hököpinge församling, Skåne län","Band 11 (1945), sida 764.",1945
17789,30337,Niclas Ebel,Född:1755-03-27,"Död:1827-09-28 – Finska församling, Stockholms län","Band 11 (1945), sida 768.",1945
17790,21932,Aurora Mathilda Ebeling,"Född:1826-10-11 – Nikolai församling, Stockholms län",Död:1851-12 – Tyskland (i Berlin),"Band 11 (1945), sida 770.",1945
17791,47081,Johan Hartman Eberhardt,Född:1727,"Död:1796-01-04 – Maria Magdalena församling, Stockholms län","Band 11 (1945), sida 772.",1945
17792,34064,Adolph Ebersköld,,Död:1678/1684,"Band 11 (1945), sida 777.",1945
17794,56229,Carl Magnus Blom,"Född:1737-03-01 – Kalvsviks församling, Kronobergs län","Död:1815-04-04 – Hedemora stadsförsamling, Dalarnas län","Band 05 (1925), sida 1.",1925
17795,33245,Carl Gustaf Blom Carlsson,"Född:1799-05-02 – Stockholms stad, Stockholms län","Död:1868-07-12 – Stockholms stad, Stockholms län","Band 05 (1925), sida 20.",1925
17796,58146,Fredrik Blom,"Född:1781-01-24 – Karlskrona stadsförsamling, Blekinge län","Död:1853-09-25 – Stockholms stad, Stockholms län","Band 05 (1925), sida 13.",1925
17797,59571,Isac Reinhold Blom,"Född:1762-10-27 – Nikolai församling, Södermanlands län (vid Stjärnholm)","Död:1826-05-06 – Stockholms stad, Stockholms län","Band 05 (1925), sida 7.",1925
17799,23519,C Albert Blomberg,"Född:1844-07-16 – Hardemo församling, Örebro län","Död:1922-03-10 – Stockholms stad, Stockholms län","Band 05 (1925), sida 32.",1925
17800,49472,Carl Johan Blomberg,"Född:1838-05-29 – Ljusdals församling, Gävleborgs län","Död:1890-03-15 – Härnösands domkyrkoförsamling, Västernorrlands län","Band 05 (1925), sida 27.",1925
17801,36580,Carl Petter Blomberg,"Född:1748-08-12 – Stockholms stad, Stockholms län","Död:1820-10-24 – Värmdö församling, Stockholms län","Band 05 (1925), sida 23.",1925
17802,20670,Erik A Blomberg,"Född:1894-08-17 – Stockholms stad, Stockholms län","Död:1965 – Västerleds församling, Stockholms län","Band 05 (1925), sida 43.",1925
17803,28449,Ernst F W Blomberg,"Född:1863-01-04 – Stockholms stad, Stockholms län","Död:1911-03-24 – Stockholms stad, Stockholms län","Band 05 (1925), sida 37.",1925
17804,22544,Harry Blomberg,"Född:1893-12-19 – Strängnäs stadsförsamling, Södermanlands län","Död:1950 – Stora Tuna församling, Dalarnas län","Band 05 (1925), sida 41.",1925
17805,35874,K Hugo Blomberg,"Född:1850-02-09 – Hamrånge församling, Gävleborgs län","Död:1909-10-27 – Uppsala domkyrkoförsamling, Uppsala län","Band 05 (1925), sida 34.",1925
17806,20395,E E Sigrid C Blomberg,"Född:1863-10-17 – Fliseryds församling, Kalmar län","Död:1941-01-28 – Karlstads domkyrkoförsamling, Värmlands län","Band 05 (1925), sida 40.",1925
17807,28905,Didrik Blomcreutz,Född:1715-11-24,Död:1774-11-11 – Finland (i Helsingfors),"Band 05 (1925), sida 44.",1925
17808,36153,Johan Ulric Blomdahl,"Född:1762-06-10 – Hjärtums församling, Älvsborgs län","Död:1836-05-16 – Stora Lundby församling, Älvsborgs län","Band 05 (1925), sida 47.",1925
17809,23427,Johan Emil Blomén,"Född:1860-03-30 – Arvika församling, Värmlands län",Död:1920-07-05,"Band 05 (1925), sida 50.",1925
17810,19079,Carl August Blomgren,"Född:1865-04-01 – Misterhults församling, Kalmar län (på Solstad)","Död:1926 – USA, Amerikas Förenta Stater","Band 05 (1925), sida 51.",1925
17811,27363,Jöran Blomhjelm,,"Död:1714-02-05 – Stockholms stad, Stockholms län","Band 05 (1925), sida 52.",1925
17812,30403,Jehubba Petrus Blomkvist,"Född:1843-01-10 – Stenåsa församling, Kalmar län","Död:1909-04-09 – Örebro församling, Örebro län","Band 05 (1925), sida 54.",1925
17813,26564,Nils Jakob Olsson Blommér,"Född:1816-06-12 – Öveds församling, Skåne län (på Blommeröd)",Död:1853-02-01 – Italien (i Rom),"Band 05 (1925), sida 57.",1925
17814,22076,Johan Viktor Blomquist,"Född:1871-03-10 – Arboga stadsförsamling, Västmanlands län","Död:1955 – Bromma församling (AB-län), Stockholms län","Band 05 (1925), sida 59.",1925
17815,16858,"Blomstrand, släkt",,,"Band 05 (1925), sida 61.",1925
