skblid,wid,publishedDate,article_author_firstname,article_author_lastname,subtitle_sv,subtitle_eng,name_lastname,name_firstname
AnnaBilling0,Q4939039,2020-03-02,Birgit,Karlsson,Konstnär,Artist,Billing,/Anna/
MandaBjorling,Q4939355,2020-03-04,Sara,Granath,Skådespelare,Actor,Björling,Hedvig Amanda (/Manda/)
LouiseLillMarieBlombergRolf,Q4939592,2020-03-02,Birgit,Karlsson,"Konstnär, bildterapeut","Artist, art therapist",Blomberg-Rolf,Louise /Lill-Marie/
KristinaBorg,Q4940099,2020-03-02,Karin,Gustavsson,"Tidningsutgivare, rösträttskvinna, fredsaktivist","Newspaper publisher, suffragette, peace activist",Borg,/Kristina/
AnnaBranzell,Q4940458,2020-03-02,Anders,Svensson,"Arkitekt, pionjär, första kvinnan som tog examen vid Kungliga Tekniska Högskolan","Pioneering architect, first woman to earn a degree at KTH Royal Institute of Technology",Branzell,/Anna/ Lovisa
ElisabethBroms,Q4940790,2020-03-02,Stefan,Nilsson,Bruksägare,Ironworks proprietor,Bröms,/Elisabeth/
AnnIdaBrostrom,Q4940836,2020-03-02,Lars,Hansson,Donator,Donor,Broström,Anna Ida Sofia (/Ann-Ida/)
CatharinaBroms,Q4941089,2020-03-02,Stefan,Nilsson,Bruksägare,Ironworks proprietor,Bröms,/Catharina/
HelenaLenaBorjeson,Q4941548,2020-03-02,Irja,Bergström,"Skulptör, föreståndare för Académie Scandinave Maison Watteau","Sculptor, manager of Académie Scandinave Maison Watteau",Börjeson,Helena (/Lena/)
MariaOctaviaCarlen,Q4941855,2020-03-02,Gunnel,Furuland,Författare,Author,Carlén,Maria /Octavia/
LenaDahlman,Q4944041,2020-03-11,Sara,Granath,"Dansare, skådespelare, regissör","Dancer, actor, director",Dahlman,/Lena/ Annelise
CeciliaBlancheCharlotteDickson,Q4944795,2020-03-02,Avigail,Rotbain,"Filantrop, byggherre till Tjolöholms slott","Philanthropist, commissioner of Tjolöholm Castle",Dickson,Cecilia /Blanche/ Charlotte
SivEricks,Q4946907,2020-03-02,Jennifer,Vintkvist,"Skådespelare, revyartist","Actor, cabaret artist",Ericks,/Siv/ Gustava
AmaliaEriksson,Q4946984,2020-03-02,Linnea,Åshede,"Entreprenör, första kommersiella tillverkaren av polkagrisar","Entrepreneur, the first commercial manufacturer of the polkagris",Eriksson,/Amalia/ Elisabeth
AstridMargaretaForsberg,Q4948493,2020-03-02,Birgitta,Ney,"Författare, journalist, redaktör","Author, journalist, editor",Forsberg,/Astrid/ Margareta
MarieLouiseafForsell,Q4948525,2020-03-02,Gunnel,Furuland,Dagboksskribent,Diary-keeper,af Forsell,/Marie-Louise/
VeraElisabethFrisen,Q4949000,2020-03-02,Ulla,Åshede,Konstnär,Artist,Frisén,/Vera/ Elisabeth
IrjaKerstinFrykstrand,Q4949094,2020-03-02,Ulla,Åshede,"Konstnär, illustratör","Artist, illustrator",Frykstrand,Irja /Kerstin/
MariaMiaAmaliaGreen,Q4950863,2020-03-02,Karin,Tjernström,"Fotograf, rösträttskvinna, lokalpolitiker","Photographer, suffragette, local politician",Green,Maria (/Mia/) Amalia
EbbaMarianneGreenwood,Q4950886,2020-03-02,Linnea,Åshede,"Fotograf, äventyrare, författare","Photographer, adventurer, author",Greenwood,Ebba /Marianne/
ElnaHansson0,Q4952597,2020-03-02,Bo S,Lindberg,"Läkekvinna, kallad Lundakvinnan","Healer, known as Lundakvinnan",Hansson,/Elna/
GurliFridaOscariaHertzmanEricson,Q4953812,2020-03-02,Gunnel,Furuland,"Författare, översättare, redaktör","Author, translator, editor",Hertzman-Ericson,/Gurli/ Frida Oscaria
MajaJaderinHagfors,Q4957626,2020-03-02,Eva,Nordlinder,Författare,Författare,Jäderin-Hagfors,Maria (/Maja/)
EbbaAstridBeateSophieAxelsdotterLindeKlinckowstromvonRosen,Q4959114,2020-03-02,Susanne,Langenskiöld,"Författare, illustratör, långryttare","Author, illustrator, horsewoman",Klinckowström-von Rosen,Ebba Astrid Beate-Sophie Axelsdotter (/Linde/)
ThyraKullgren,Q4960107,2020-03-02,Anders,Svensson,"Lärare, skolföreståndare, kvinnosakskvinna","Teacher, wchool principal, promoter of women's issues",Kullgren,/Thyra/ Hedera Martina
UlrikaKullgren,Q4960110,2020-03-02,Louise,Lönnroth,"Företagare, genealog, filantrop","Entrepreneur, genealogist, philanthropist",Kullgren,/Ulrika/
AnnaSophiaLangWolseley,Q4960773,2020-03-03,Dan,Olsson,"Musiker, violinist","Musician, violinist",Lang-Wolseley,/Anna/ Sophia
FredrikaCatharinaLimnell,Q4962236,2020-03-02,Birgitta,Jordansson,"Kvinnosakskvinna, salongsvärdinna, mecenat","Proponent of women's issues, hostess of cultural salons, patron of literature and the arts",Limnell,/Fredrika/ Catharina
IngerGunvorLindquist,Q4962867,2020-03-02,Ingrid,Erneman,"Jurist, riksdagsledamot","Lawyer, member of parliament",Lindquist,/Inger/ Gunvor
MargitManstad,Q4965472,2020-03-02,Jennifer,Vintkvist,"Skådespelare, filmstjärna","Actor, film star",Manstad,/Margit/ Elfrida Cecilia
LappkvinnanMargareta0,Q4965568,2020-03-02,Anu,Lahtinen,"Tidig kristen missionsförespråkare, mystiker","Early Christian missionary, mystic",,/Margareta lappkvinna/
EbbaJeanetteMorman,Q4968158,2020-03-02,Marie,Steinrud,Skådespelare,Actor,Morman,/Ebba/ Jeanette
EbbaMansdotterLilliehook0,Q4968661,2020-03-02,Jan,Samuelson,"Grevinna, godsägare","Countess, property owner",Månsdotter (Lilliehöök),/Ebba/
EvaLydiaCarolinaNeander,Q4969069,2020-03-02,Lisbeth,Larsson,Författare,Author,Neander,/Eva/ Lydia Carolina
AnnaSofiaNilsdotter,Q4969501,2020-03-02,Louise,Lönnroth,"Textilkonstnär, konstsömmerska","Textile artist, seamstress of fancy stitching",Nilsdotter,/Anna Sofia/
MargitAmaliaPalmr,Q4971744,2020-03-02,Gunnel,Furuland,"Författare, dramatiker, kvinnosakskvinna","Author, playwright, promoter of women's issues",Palmær,/Margit/ Amalia
KarinParrow0,Q4971970,2020-03-02,Lars,Hansson,Konstnär,Artist,Parrow,Karin
ChristinaMargarethaRahm,Q4973914,2020-03-02,Crister,Lindström,Skådespelare,Actor,Rahm,/Christina/ Margaretha
MathildaRanch,Q4974025,2020-03-02,Anna-Lena,Nilsson,"Fotograf, rösträttskvinna","Photographer, suffragette",Ranch,Caroline /Mathilda/
MettavonRosen,Q4975464,2020-03-02,Ulla,Åshede,"Grevinna, djurrättsaktivist, filantrop","Countess, animal rights activist, philanthropist",von Rosen,/Metta/ Claesdotter
WandaRothgardt,Q4975687,2020-03-02,Jennifer,Vintkvist,Skådespelare,Actor,Rothgardt,/Wanda/
AnnaSahlstrom,Q4976498,2020-03-02,Margareta,Wallin Wictorin,Konstnär,Artist,Sahlström,Hanna (/Anna/) Maria
CatharinaElisabethKijk0,Q4988599,2020-03-02,Louise,Lönnroth,"Bruksägare, företagare","Factory owner, entrepreneur",Kijk,/Catharina Elisabeth/
ChristinaReginavonBirchenbaum,Q11855303,2020-03-02,Anu,Lahtinen,Möjlig tidig poet,Potential early poet,von Birchenbaum,/Christina Regina/
CharlottaFrolich0,Q13565189,2020-03-02,Ann,Öhrberg,"Författare, fabrikör","Author, foundry owner",Frölich,/Charlotta/
GunillaJohansdotterBese,Q14122075,2020-03-02,Anu,Lahtinen,"Adelsdam, slottsfru, länsförvaltare","Noblewoman, lady of the castle, county trustee",Johansdotter (Bese),/Gunilla/
HarrietClayhills0,Q16169058,2020-03-02,Birgitta,Ney,"Journalist, författare, kvinnohistoriker","Journalist, author, women's historian",Clayhills,/Harriet/
AnnaMargaretaGretaBolin,Q16503761,2020-03-02,Kristina,Lundgren,"Journalist, kåsör, lärare","Journalist, columnist, teacher",Bolin,Anna Margareta (/Greta/)
BritaSofiaHesselius0,Q16595163,2020-03-02,Fiffi,Myrström,"Fotograf, skolföreståndare, första kvinnan i Sverige med egen ateljé","Photographer, school principal, first Swedish woman with her own photo studio",Hesselius,/Brita Sofia/
AnnaKlemetsdotterHogenskild0,Q16595197,2020-03-02,Anu,Lahtinen,"Jordägare, hovmästarinna","Landowner, stewardess",Klemetsdotter (Hogenskild),/Anna/
EvaHokerberg,Q16595287,2020-03-02,Birgitta,Wistrand,"Chefredaktör, opinionsbildare, kvinnosakskvinna","Editor-in-chief, inflencer of public opinion, proponent of women's issues",Hökerberg,/Eva/ Maria Charlotta
AnnaBohlin,Q16946235,2020-03-02,Anna,Bohlin,"Översättare, folkbildare, kvinnosakskvinna","Translator, disseminator of popular education, proponent of women's issues",Bohlin,/Anna/ Matilda
JaneLundblad,Q16946326,2020-03-02,Caroline,Bergström,"Översättare, lärare, sekreterare","Translator, teacher, secretary",Lundblad,/Jane/ Kristina
AnnaClaraRomanusAlfven0,Q16946439,2020-03-02,Johan,Perwe,"Läkare, pionjär, rösträttskvinna","Doctor, pioneer, suffragette",Romanus-Alfvén,/Anna-Clara/
EllinorGunnelAstriElisabetTaube,Q16946459,2020-03-02,Lars,Hansson,Konstnär,Artist,Taube,/Ellinor/ Gunnel Astri Elisabet
GerdaMarcus,Q17370394,2020-03-02,Ann-Katrin,Hatje,"Journalist, utrikeskorrespondent, filantrop","Journalist, foreign correspondent, philanthropist",Marcus,/Gerda/ Fredrika
MariaRibbing,Q18638977,2020-03-02,Berit,Lindberg Johansson,"Lärare, filantrop","Teacher, philanthropist",Ribbing,/Maria/ Aurora Augusta
AnnieBergman,Q19976239,2020-03-02,Margareta,Wallin Wictorin,"Konstnär, illustratör, författare","Artist, illustrator, author",Bergman,/Annie/
SigneMariaJansson,Q22696931,2020-03-02,Beatrice,Hogg,"Barnmorska, vårdreformator","Midwife, reformer of Swedish maternity care",Jansson,/Signe/ Maria
AnnaMargaretaGretaHolmgren,Q22811575,2020-03-14,Anita,Synnestvedt,"Författare, sagoberättare","Author, storyteller",Holmgren,Anna Margareta (/Greta/)
HjordisLindCampbell,Q22957940,2020-03-02,Catarina,Campbell,"Läkare, sexualupplysare, pionjär","Doctor, sexual educator, pioneer",Lind-Campbell,/Hjördis/ Ingrid Alma Maria
EllenDahlberg0,Q23917759,2020-03-14,Elsa,Modin,Fotojournalistisk pionjär,Pioneering photo journalist,Dahlberg,/Ellen/
EvaUpmark,Q23988983,2020-03-12,Fia,Sundevall,"Konservativ kvinnosakskvinna, civilförsvarskvinna","Conservative proponent of women&apos;s issues, civil defence proponent",Upmark,/Eva/ Dorothea Helena
AugustaJansson0,Q23989021,2020-03-02,Linnea,Åshede,"Entreprenör, karamellfabrikör, kunglig hovleverantör","Entrepreneur, sweets manufacturer, purveyor to the court",Jansson,/Augusta/
DagmarSigneAlexandraCronn,Q24845309,2020-03-02,Birgitta,Ney,"Journalist, första kvinnliga redaktören för en handelsavdelning i svensk dagspress","Journalist, first female editor of a trade section in a Swedish daily",Cronn,/Dagmar/ Signe Alexandra
EvaKarolinaBeve,Q26240450,2020-03-02,Birgit,Karlsson,Konstnär,Artist,Béve,/Eva/ Karolina
LouiseLisaBianchini,Q26240456,2020-03-02,Birgit,Karlsson,"Konstnär, miniatyrmålare","Artist, miniaturist",Bianchini,Louise (/Lisa/)
ElsaBjorkLiselius,Q26240520,2020-03-02,Birgit,Karlsson,Konstnär,Artist,Björk-Liselius,/Elsa/ Elida Sofia
CarolinaChristiansson0,Q27632438,2020-03-02,Maria,Persson,"Zoologisk konservator, pionjär","Zoological taxidermist, pioneer",Christiansson,/Carolina/
HildaHenriettaAhnfelt,Q28653868,2020-03-12,Louise,Lönnroth,"Entreprenör, plymfabrikör","Entrepreneur, plume manufacturer",Ahnfelt,/Hilda/ Henrietta
NannyPalmkvist,Q31664751,2020-03-02,Karin,Gustavsson,"Folkskollärare, pedagog, rösträttskvinna","Elementary-school teacher, educationalist, suffragette",Palmkvist,Johanna (/Nanny/)
MariaRieckMuller,Q31887865,2020-03-02,Lena,Nygren,"Journalist, författare","Journalist, author",Rieck-Müller,Sara /Maria/ Polonia
HelmyViolaHansson,Q60656466,2020-03-02,Thomas,Fahlander,"Riksspelman, vissångare","National Spelman (fiddler), ballad singer",Hansson,/Helmy/ Viola
MariaLundback,Q63870781,2020-03-02,Fiffi,Myrström,"Fotograf, rösträttskvinna","Photographer, suffragette",Lundbäck,/Maria/ Lovisa
BerthaHubner,Q63870788,2020-03-02,Louise,Lindblom,"Textil- och konsthantverkare, kvinnosakskvinna","Textile artist, handicrafter, proponent of women's issues",Hübner,/Bertha/ Maria Lovisa
LillyHannaTurinnaArrheniusBeyer,Q64842253,2020-03-01,Lars,Hansson,"Författare, debattör, bosättningskonsulent","Author, polemicist, residency consultant",Arrhenius Beyer,/Lilly/ Hanna Turinna
LisaRolf,Q71259399,2020-03-02,Linnea,Åshede,Lunds första stadsbibliotekarie,First city librarian of Lund,Rolf,Anna /Lisa/
ElisabethKreyLange,Q86365162,2020-03-02,Kristina,Lundgren,"Journalist, kvinnosakskvinna","Journalist, proponent of women's issues",Krey-Lange,/Elisabeth/ Johanna Lovisa
SiriOhngren,Q87651395,2020-03-02,Kerstin,Thörn,Lärare,Teacher,Öhngren,/Siri/ Carolina
AmandaAdler,Q87721084,2020-03-02,Lars,Hansson,"Företagare, hattfabrikör","Entrepreneur, manufacturer of hats",Adler,/Amanda/ Johanna
JohannaMariaAndersson0,Q88377220,2020-03-02,Bo S,Lindberg,"Läkekvinna, kallad Lundakvinnan","Healer, known as Lundakvinnan",Andersson,/Johanna Maria/
IngerBirgittaViolaAndresenBibbiAnder,Q88380223,2020-03-02,Ulla,Åshede,"Musiker, Sveriges första kvinnliga sologitarrist","Musician, first female solo guitarist in Sweden",Andresen (Bibbi Ander),Inger /Birgitta/ Viola
JuliaCharlottaHenrikavonBahr,Q88381056,2020-03-02,Anders,Svensson,"Lärare, sanatoriegrundare, byggherre","Teacher, founder of a sanatorium, building proprietor",von Bahr,/Julia/ Charlotta Henrika
SofiaFranciscaStading,Q95363,2020-05-26,Carl-Gunnar,Åhlen,"Operasångare, skådespelare","Opera singer, actor",Stading,Sofia /Francisca/
FredrikaDorotheaWilhelminadrottning,Q234241,2020-04-17,Kekke,Stadin,Drottning av Sverige,Queen of Sweden,,"/Fredrika/ Dorothea Wilhelmina, drottning"
BarbroSvenssonLillBabs,Q285351,2020-05-15,Kalle,Lind,"Sångare, revyartist, skådespelare","Singer, revue artiste, actor",Svensson (Lill-Babs),/Barbro/ Margareta
AnnaQNilsson,Q434466,2020-07-01,Tommy,Gustafsson,"Skådespelare, fotomodell","Actor, photographer&apos;s model",Nilsson,/Anna (Q)/ Quirentia
SigridArnoldson,Q2708137,2020-06-08,Carl-Gunnar,Åhlen,Operasångare,Opera singer,Arnoldson,/Sigrid/ Taube Marie
AnnaLisbethChristinaPalme,Q2741142,2020-03-19,Lars,Hansson,"Barnpsykolog, barnrättsaktivist","Child psychologist, children's rights activist",Palme,Anna /Lisbeth/ Christina
FadimeSahindal,Q2748869,2020-05-27,Annika,Borg,"Människorättsaktivist, samhällsdebattör mot hedersrelaterat våld","Human rights&apos; activist, polemicist against oppression related to family honor",Şahindal,/Fadime/
ChristinaCharlotteCederstrom,Q2965864,2020-05-20,Brita,Planck,"Konstnär, författare, kompositör","Artist, author, composer",Cederström,Christina /Charlotte/
MajKerstinBylock,Q3438382,2020-05-14,Mary,Ingemansson,Författare,Author,Bylock,/Maj/ Kerstin
AnnaPalmdeRosa,Q3631503,2020-05-28,Per-Olov,Qvist,"Konstnär, illustratör","Artist, illustrator",Palm de Rosa,/Anna/ Sofia
AinaLenaLenaBerniceSvedberg,Q3830162,2020-06-24,Linda,Fagerström,"Konstnär, redaktör","Artist, editor",Svedberg,Aina-Lena /(Lena/) Bernice
AnnaMichelsdotterRagel,Q4357139,2020-05-13,Ingvar,Dahlbacka,"Väckelsepredikant, dvalapredikant","Revivalist, sleeping preacher",Rågel,/Anna/ Michelsdotter
RagnviTorslowLundgren,Q4461329,2020-03-18,Fia,Sundevall,"Konståkare, gymnastikdirektör, bilkårist","Figure skater, gymnastics instructor, member of the Swedish Central Federation of Women&apos;s Motor Transport Corps",Torslow-Lundgren,/Ragnvi/ Gerda Augusta Aurora
AinaErlander,Q4697374,2020-07-02,Björn,Lundberg,"Lärare, ungdomsledare","Teacher, youth leader",Erlander,/Aina/
AliceTrolleWachtmeister,Q4726132,2020-06-16,Annika,Sönnerberg,"Statsfru, överhovmästarinna, rikslottachef","Lady of the bedchamber, mistress of the robes, national head of the &apos;lotta&apos; corps",Trolle-Wachtmeister,/Alice/ Victoria
AnnaMariaViktoriaHofmannUddgren,Q4767086,2020-05-03,Björn,Ivarsson  Lilieblad ,"Skådespelare, varietéartist, regissör","Actor, music hall performer, director",Hofmann-Uddgren,/Anna/ Maria Viktoria
AnnaSofiaSevelin0,Q4767491,2020-06-16,Carl-Gunnar,Åhlen,"Operasångare, skådespelare","Opera singer, actor",Sevelin,/Anna Sofia/
RutMariaAdler,Q4933887,2020-03-23,Anders,Svensson,"Feminist, aktivist, politiker","Feminist, activist, politician",Adler,/Rut/ Maria
AnnCharlotteAlverfors0,Q4935335,2020-05-11,Yvonne,Teiffel,Författare,Author,Alverfors,/Ann-Charlotte/
KarnaAsker,Q4936776,2020-04-02,Birgitta,Flensburg,"Textilkonstnär, lärare","Textile artist, teacher",Asker,/Karna/ Lucie
IngaBagge0,Q4937273,2020-06-10,Stefan,Hammenbeck,Konstnär,Artist,Bagge,/Inga/
IngaMariaBorg,Q4940095,2020-05-03,Caroline,Graeske,"Konstnär, illustratör, författare","Artist, illustrator, author",Borg,/Inga/ Maria
AugustaWilhelminaBrandes,Q4940417,2020-04-16,Bodil,Hasselgren,"Entreprenör, företagare","Entrepreneur, businesswoman",Brandes,/Augusta/ Wilhelmina
CeciliaBaathHolmberg,Q4941515,2020-04-17,Kristin,Johansson,"Författare, sedlighetsivrare, konservativ folkbildare","Author, guardian of public morals, conservative disseminator of popular education",Bååth-Holmberg,/Cecilia/ Ulrika Laura Lovisa
ElsaCarlsson,Q4941942,2020-04-28,Jennifer,Vintkvist,Skådespelare,Actor,Carlsson,/Elsa/ Elvira
AinaCederblom0,Q4942353,2020-04-22,Christina,Dackling,"Äventyrare, filantrop, skolgrundare","Adventurer, philanthropist, school founder",Cederblom,/Aina/
MonikaMarianneMokiCherry,Q4942686,2020-05-04,Eskil,Fagerström,"Konstnär, musiker","Artist, musician",Cherry,Monika Marianne (/Moki/)
SaraMariaDanius,Q4944209,2020-06-23,Lisbeth,Larsson,"Professor, essäist, Svenska Akademiens första kvinnliga ständiga sekreterare","Professor, essayist, first female permanent secretary of the Swedish Academy",Danius,/Sara/ Maria
EmerentiavonDuben,Q4945505,2020-08-12,Charlotta,Forss,Politiskt inflytelserik hovdam,Politically influential lady-in-waiting,von Düben,/Emerentia/
ViraEklund,Q4946138,2020-06-01,Emilie,Cederquist,"Riksdagsledamot, författare, folkskollärare","Member of parliament, author, teacher",Eklund,Maria Elvira (/Vira/)
MargitSolvigDorotheaTheaEkstrom,Q4946227,2020-06-23,Linda,Fagerström,"Konstnär, musiker","Artist, musician",Ekström,Margit Solvig Dorothea (/Thea/)
ChristinaWilhelminaEnbom,Q4946670,2020-04-17,Marie,Steinrud,"Skådespelare, sångare","Actor, singer",Enbom,Christina /Wilhelmina/
EvaEngdahl,Q4946712,2020-05-13,Eskil,Fagerström,"Musiker, kompositör, kapellmästare","Musician, composer, conductor",Engdahl,/Eva/ Maria
NinavonEngestrom,Q4946755,2020-05-12,Christina,Dackling,"Textilformgivare, skolföreståndare","Textile designer, school principal",von Engeström,Carolina (/Nina/) Christina Mathilda
EddieFigge,Q4948018,2020-06-25,Linda,Fagerström,"Konstnär, revyartist","Artist, revue artiste",Figge,Edit (/Eddie/) Katarina
AnnaAuroreLeonidaGrandien,Q4950730,2020-04-22,Kristina,Lundgren,"Lärare, journalist, tidningsutgivare","Teacher, journalist, newspaper publisher",Grandien,Anna /Aurore/ Leonida
GurliMariaBergstromKaiGullmar0,Q4951323,2020-04-14,Lennart K,Persson,"Kompositör, sångförfattare, sångare","Composer, lyricist, singer",Bergström (Kai Gullmar),/Gurli/ Maria
AnetteHasselgren,Q4952891,2020-05-20,Ulla,Åshede,Konstnär,Artist,Hasselgren,/Anette/ Catharina
LinneaHillberg,Q4954017,2020-05-29,Per-Olov,Qvist,Skådespelare,Actor,Hillberg,/Linnéa/ Paulina
AgdaHolst,Q4954653,2020-05-27,Ulla,Åshede,Konstnär,Artist,Holst,/Agda/
ThoraDardel,Q4959111,2020-05-22,Maria,Carlgren,"Författare, journalist, skulptör","Author, journalist, sculptor",Dardel,/Thora/ Maria Theresia Alexandra Axelsdotter
AnnaMargitGustafvaLagerheimRomare,Q4960531,2020-05-27,Ulla,Åshede,"Författare, journalist, visdiktare","Author, journalist, ballad writer",Lagerheim-Romare,Anna /Margit/ Gustafva
BirgitMariaMagnusson,Q4975150,2020-03-02,Ulla,Åshede,"Sångare, gitarrist, rock-pionjär","Singer, guitarist, pioneering rocker",Magnusson,/Birgit/ Maria
MartaPernillaElisabethTunberger,Q4983599,2020-04-03,Kristina,Lundgren,"Journalist, pionjär, kokboksförfattare","Pioneering journalist, writer of cookery books",Tunberger,Märta /Pernilla/ Elisabeth
SofiaLovisaLouiseArosenius,Q4987047,2020-05-13,Ulrika,Jannert Kallenberg,"Översättare, språklärare","Translator, languages teacher",Arosenius,Sofia Lovisa (/Louise/)
MariaQvist,Q4989528,2020-05-12,Rikke Lie,Halberg,"Politiker, fackföreningsgrundare, kvinnosakskvinna","Politician, trade union founder, proponent of women&apos;s issues",Qvist,/Maria/
AnnaSigneRosalieWraner,Q4990735,2020-05-11,Eva,Nordlinder,Förlagsredaktör,Editor of children&apos;s publications,Wranér,Anna /Signe/ Rosalie
HilleviCallander,Q15965239,2020-05-15,Kerstin,Thörn,Arkitekt,Architect,Callander,/Hillevi/ Maria Sofia
IngeborgFredrikaBjorklund,Q16162976,2020-04-27,Anna,Williams,"Författare, poet, journalist","Author, poet, journalist",Björklund,/Ingeborg/ Fredrika
SaraHolmsten,Q16595215,2020-03-24,Eva,Haettner Aurelius,"Självbiografisk författare, överlevare av rysshärjningarna","Autobiographical writer, survivor of the Russian invasion",Holmsten,Sara
EthelGunhildRingborgWiklund,Q16616117,2020-06-24,Susanna,Erlandsson,"Karriärdiplomat, pionjär, ambassadör","Pioneering career diplomat, ambassador",Ringborg Wiklund,/Ethel/ Gunhild
GunhildAlmen,Q18237192,2020-07-07,Agnes,Hamberger,"Lärare, rektor, sakkunnig","Teacher, school principal, expert",Almén,/Gunhild/ Friesia
ElsaDansonWaghals,Q18274990,2020-06-08,Stefan,Hammenbeck,"Konstnär, skulptör","Artist, sculptor",Danson Wåghals,Anna Ingeborg /Elsa/
AnnaElisabetVilhelminaHasselbergOlsson,Q18747114,2020-06-22,Linda,Fagerström,Textilkonstnär,Textile artist,Hasselberg-Olsson,Anna /Elisabet/ Vilhelmina
MonaSkagerfors,Q20823527,2020-05-18,Emma,Severinsson,"Pionjär som modejournalist, modeillustratör","Pioneering fashion journalist, fashion illustrator",Skagerfors,Gunilla Mona-Lill (/Mona/)
BirgittaAlexius0,Q20901685,2020-03-25,Kerstin,Käll,"Psykiater, forskare, politiker","Psychiatrist, researcher, politician",Alexius,/Birgitta/
SuzanneBonnier,Q23915484,2020-07-03,Anna,Rosvall-Stuart,"Bokförläggare, verkställande direktör","Publisher, managing director",Bonnier,/Suzanne/
GerdaCederblom0,Q24680890,2020-05-05,Christina,Dackling,"Etnolog, författare, museitjänsteman","Ethnologist, author, museum employee",Cederblom,/Gerda/
IdaSchmidt,Q24681402,2020-05-28,Boel,Nordgren,"Trädgårdsmästare, skolföreståndare, kvinnosakskvinna","Gardener, school principal, proponent of women&apos;s issues",Schmidt,/Ida/ Carolina
StellaFalknerSoderberg,Q24681424,2020-05-22,Ulla,Åshede,"Konstnär, illustratör, skribent","Arist, illustrator, writer",Falkner-Söderberg,/Stella/ Margareta
CatharinavonBerchner0,Q26240129,2020-04-15,Linus,Karlsson,"Godsägare, brukspatron","Property owner, ironworks proprietor",von Berchner,/Catharina/
AnneMarieElvius,Q26835701,2020-04-22,Christina,Dackling,"Textilkonstnär, läroboksförfattare","Textile artist, author of instruction books",Elvius,/Anne-Marie/
LydiaSkottsberg,Q29549828,2020-03-23,Gunnel,Furuland,"Konstnär, illustratör","Artist, illustrator",Skottsberg,/Lydia/ Mathilda Petronella
MargitMabelGeorginaAlbins,Q43261862,2020-05-11,Eskil,Fagerström,"Jazzvokalist, pionjär",Pioneering jazz singer,Albins,Margit /Mabel/ Georgina
AinaRietz,Q50967615,2020-03-02,Charlotte,Erlanson-Albertsson,Krigssjuksköterska,Wartime nurse,Rietz,/Aina/  Cecilia
EbbavonEckermann0,Q56301940,2020-04-24,Emma,Severinsson,"Modeskapare, entreprenör","Fashion designer, entrepreneur",von Eckermann,/Ebba/
BritaBrilioth,Q64711437,2020-04-14,Erik-Gustaf,Brilioth,"Filantrop, ärkebiskopshustru","Philanthropist, archbishop&apos;s wife",Brilioth,/Brita/
ReginaBeckFriis,Q87345373,2020-06-01,Eva Helen,Ulvros,"Balettdansare, koreograf, dansforskare","Ballet-dancer, choreographer, dance researcher",Beck-Friis,Elisabet /Regina/
NinaAmandaConstantiaBennerAnderson,Q89652092,2020-03-02,Johan,Andersson,"Sjuksköterska, politiker, rösträttskvinna","Nurse, politician, suffragette",Benner-Anderson,/Nina/ Amanda Constantia
MargaretaAxelsdotterBerger,Q89656884,2020-03-02,Birgitta,Ney,"Journalist, redaktör, presshistoriker","Journalist, editor, newspaper historian",Berger,/Margareta/ Axelsdotter
SigridMagdalenaLovisaBjorkegren,Q89663370,2020-03-02,Linus,Karlsson,Redare,Shipowner,Björkegren,/Sigrid/ Magdalena Lovisa
EmmaAndelius0,Q92268804,2020-05-13,Kerstin,Thörn,"Handarbetslärare, hemslöjdsivrare","Teacher, handicrafts enthusiast",Andelius,/Emma/
SusanneBjorkman,Q96621163,2020-03-02,Aziza,Dhaouadi,"Sveriges första professor i radioproduktion, radiojournalist","Sweden&apos;s first professor in radio production, radio journalist",Björkman,/Susanne/ Birgitta
WilhelminaSofiaAcrel,Q96679512,2020-05-27,Per-Olov,Qvist,"Biografägare, filmbolagsdirektör, filmproducent","Cinema proprietor, film company managing director and producer",Acrel,/Wilhelmina/ Sofia
AlvaNordberg,Q96679555,2020-05-22,Johanna,Sköld,"Fostermor, omtalad som änglamakerska","Foster mother, alleged baby farmer",Nordberg,/Alva/
AmelinaSterky,Q96679560,2020-03-02,Bo S,Lindberg,"Fältskär, fältskärsexaminator","Barber-surgeon, examiner of barber-surgeons",Sterky,/Amelina/ Mathilda
AnnaAlidaTheresiaNilsson,Q96679645,2020-06-05,Irene,Andersson,"Teckningslärare, rösträttskvinna, fredsaktivist","Drawing teacher, suffragette, peace activist",Nilsson,/Anna (T)/ Alida Theresia
AlfaSofiaOlsson,Q96694766,2020-05-18,Henrik,Alexandersson,"Etnolog, museiintendent","Ethnologist, curator",Olsson,/Alfa/ Sofia
AnnaAlinBosson,Q96694786,2020-06-26,Kerstin,Rydbeck,"Lärare, musiklärare, skolföreståndare","Teacher, music teacher, school principal",Alin-Bosson,/Anna/ Teresia
AnnaFischerstrom,Q96738842,2020-05-06,Katarina,Olsson,Skolgrundare,School founder,Fischerström,/Anna/ Charlotta
AnnaIngeborgBosson,Q96754605,2020-03-02,Kerstin,Rydbeck,Första kvinnliga rektorn vid en svensk folkhögskola,First female principal at a Swedish folk high school,Bosson,Anna /Ingeborg/
